moldId,counterId,dataAccId,similarityMetric,similarityMetricHr,procChanged,measurementDate
EM-PL-TM103,EMA2252M10022,42012,0.907841,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42013,1.0,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42014,0.83054,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42015,0.912871,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42016,0.923133,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42017,0.954792,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42018,0.966092,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42050,0.954792,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42051,0.874818,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42052,0.923186,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42053,0.971909,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42054,0.96214,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42055,0.897235,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42056,0.968665,0.883418,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,42057,0.977255,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42058,0.971909,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42059,0.984136,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42060,0.971909,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42061,0.874818,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42062,0.971909,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42063,0.903696,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42064,0.93724,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42065,0.96214,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42066,0.726844,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42067,0.891042,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42068,0.844232,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42069,0.971909,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42070,0.94445,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42071,0.984136,0.953367,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,42084,0.698667,0.924117,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,42085,0.782794,0.924117,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,42086,0.839146,0.924117,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,42087,0.86164,0.924117,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,42088,0.971909,0.924117,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,42089,0.888889,0.924117,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,42090,0.944444,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42091,0.876714,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42092,0.947373,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42093,0.894427,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42094,0.963087,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42095,0.481543,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42096,0.767366,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42097,0.662122,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42098,0.839146,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42099,0.913259,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42184,0.923133,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42185,0.767366,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42186,0.933139,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42187,0.88083,0.985439,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,42188,0.881917,0.985439,0,Timestamp('11:00:')
