moldId,counterId,dataAccId,similarityMetric,similarityMetricHr,procChanged,measurementDate
EM-PL-TM103,EMA2252M10022,29519,0.907959,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29520,0.768273,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29521,0.894427,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29522,0.943119,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29523,0.943119,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29556,0.927173,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29557,0.966092,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29558,0.966092,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29559,0.966092,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29560,0.966092,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29561,0.892607,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29562,0.973729,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29563,0.857195,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29564,0.933859,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29565,0.933333,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29566,0.933333,0.847128,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,29567,0.966092,0.93668,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,29568,0.977802,0.93668,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,29569,0.488901,0.93668,0,Timestamp('08:00:')
