moldId,counterId,dataAccId,similarityMetric,similarityMetricHr,procChanged,measurementDate
EM-PL-TM103,EMA2252M10022,43292,0.923133,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43293,0.954792,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43294,0.881917,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43295,0.954792,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43296,0.954792,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43297,0.881917,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43298,0.954792,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43299,0.881917,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43300,0.759072,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43301,0.927173,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43302,0.907959,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43303,0.933333,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43304,0.944911,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43305,0.973729,0.994949,0,Timestamp('15:00:')
EM-PL-TM103,EMA2252M10022,43306,0.973729,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43307,0.958315,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43308,0.989071,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43309,0.989071,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43310,1.0,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43312,0.902894,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43313,0.978492,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43314,0.952786,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43315,0.989071,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43316,0.891645,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43317,0.948683,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43318,0.981495,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43319,0.891645,0.998671,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,43320,0.96214,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43321,0.953313,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43322,0.990867,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43323,0.99146,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43324,0.348184,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43325,0.890052,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43326,0.933013,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43327,0.907959,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43328,0.755929,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43329,0.798024,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43330,0.927173,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43331,0.973729,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43332,0.981495,0.95338,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,43333,0.981495,0.92705,0,Timestamp('18:00:')
EM-PL-TM103,EMA2252M10022,43346,0.973729,0.92705,0,Timestamp('18:00:')
EM-PL-TM103,EMA2252M10022,43347,0.981495,0.92705,0,Timestamp('18:00:')
EM-PL-TM103,EMA2252M10022,43348,0.876714,0.92705,0,Timestamp('18:00:')
EM-PL-TM103,EMA2252M10022,43349,0.963087,0.92705,0,Timestamp('18:00:')
