moldId,counterId,dataAccId,similarityMetric,similarityMetricHr,procChanged,measurementDate
EM-PL-TM103,EMA2252M10022,43607,2.0,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43608,1.0,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43609,0.845154,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43610,0.876708,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43611,0.944444,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43612,0.939336,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43613,0.963087,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43614,0.963087,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43615,0.99146,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43616,0.917914,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43617,0.92376,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43618,0.96214,2,0,Timestamp('08:00:')
EM-PL-TM103,EMA2252M10022,43619,0.96214,2,0,Timestamp('08:00:')
