moldId,counterId,dataAccId,similarityMetric,similarityMetricHr,procChanged,measurementDate
EM-PL-TM103,EMA2252M10022,22381,0.87831,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22382,0.942954,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22383,0.942954,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22384,0.895979,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22385,0.96833,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22386,0.935819,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22387,0.977255,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22388,0.96833,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22389,0.96833,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22390,0.880771,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22391,0.71459,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22392,0.93724,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22393,0.874386,0.968411,0,Timestamp('09:00:')
EM-PL-TM103,EMA2252M10022,22433,0.984136,0.965925,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,22434,0.857143,0.965925,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,22435,0.984136,0.965925,0,Timestamp('10:00:')
EM-PL-TM103,EMA2252M10022,22436,0.85039,0.908174,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,22437,0.852013,0.908174,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,22438,0.866025,0.908174,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,22439,0.716713,0.908174,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,22440,0.96214,0.908174,0,Timestamp('11:00:')
EM-PL-TM103,EMA2252M10022,22441,0.195283,0.908174,0,Timestamp('11:00:')
