moldId,counterId,dataAccId,similarityMetric,similarityMetricHr,procChanged,measurementDate
EM-PL-TM103,EMA2252M10022,43132,0.551032,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43133,0.713339,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43134,0.49827,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43135,0.309261,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43136,0.571773,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43137,0.690859,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43138,0.944037,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43139,0.948744,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43140,0.818053,0.359067,0,Timestamp('05:00:')
EM-PL-TM103,EMA2252M10022,43141,0.847734,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43142,0.924862,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43143,0.754575,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43144,0.838351,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43145,0.877752,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43146,0.799896,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43147,0.92576,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43148,0.892945,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43149,0.951097,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43150,0.557397,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43151,0.835732,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43152,0.968567,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43153,0.968567,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43154,0.966092,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43155,0.848668,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43156,0.955779,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43157,0.573385,0.914278,0,Timestamp('06:00:')
EM-PL-TM103,EMA2252M10022,43158,0.889411,0.8517,0,Timestamp('07:00:')
EM-PL-TM103,EMA2252M10022,43159,0.889411,0.8517,0,Timestamp('07:00:')
